timestamp,target pos (5),pos (5),speed (5),load (5),current (5),temp (5),status (5),moving (5),target pos (3),pos (3),speed (3),load (3),current (3),temp (3),status (3),moving (3),target pos (4),pos (4),speed (4),load (4),current (4),temp (4),status (4),moving (4)
2025-11-09T09:27:21.282Z,2047,2044,0,1040,1,37,0,0,1747,1748,0,8,0,35,0,0,2347,2347,0,0,0,35,0,0
2025-11-09T09:27:21.381Z,2047,2044,0,1040,0,37,0,0,1747,1748,0,8,0,35,0,0,2347,2347,0,0,0,35,0,0
2025-11-09T09:27:21.482Z,2047,2044,0,1040,1,37,0,0,1747,1748,0,8,0,35,0,0,2347,2347,0,0,0,35,0,0
2025-11-09T09:27:21.582Z,2047,2044,0,1040,0,37,0,0,1747,1748,0,8,0,35,0,0,2347,2347,0,0,0,36,0,0
2025-11-09T09:27:21.683Z,2047,2044,0,1040,1,37,0,0,1747,1748,0,8,0,35,0,0,1947,2347,0,0,0,36,0,0
2025-11-09T09:27:21.784Z,2047,2044,0,1040,1,37,0,0,1747,1748,0,8,0,35,0,0,1947,2321,33318,162,19,36,0,1
2025-11-09T09:27:21.884Z,2047,2053,400,44,2,37,0,0,1747,1748,0,8,0,35,0,0,1947,2181,34368,400,42,36,0,1
2025-11-09T09:27:21.985Z,2047,2055,0,56,2,37,0,0,1747,1748,0,8,0,35,0,0,1947,2003,34068,225,21,35,0,1
2025-11-09T09:27:22.086Z,2047,2056,0,64,2,37,0,0,1747,1748,0,8,0,35,0,0,1947,1949,0,25,1,36,0,0
2025-11-09T09:27:22.187Z,2047,2056,0,64,2,37,0,0,1747,1748,0,8,0,35,0,0,2347,1949,0,25,1,35,0,0
